171	(CBCD,CBCBC)	(51.25,51.5625,4.5625,4.875,51.5625,51.71875,4.5625,4.71875)
170	(BDCC,BDCA)	(52.5,52.8125,6.75,7.0625,52.8125,53.125,6.75,7.0625)
170	(BDCB,BDCA)	(52.8125,53.125,7.0625,7.375,52.8125,53.125,6.75,7.0625)
169	(CBACDCBD,CBACDDC)	(51.9140625,51.93359375,4.46484375,4.484375,51.875,51.9140625,4.484375,4.5234375)
169	(CBDDBDD,CBDDBDB)	(51.40625,51.4453125,5.4609375,5.5,51.4453125,51.484375,5.4609375,5.5)
168	(CBABAB,ADCDC)	(52.421875,52.5,4.640625,4.71875,52.5,52.65625,4.5625,4.71875)
167	(ADCDC,CBABAB)	(52.5,52.65625,4.5625,4.71875,52.421875,52.5,4.640625,4.71875)
167	(BDCA,BDCB)	(52.8125,53.125,6.75,7.0625,52.8125,53.125,7.0625,7.375)
166	(DACAA,CBDBB)	(51.71875,51.875,5.5,5.65625,51.71875,51.875,5.34375,5.5)
166	(CBBCA,CBADB)	(52.03125,52.1875,4.875,5.03125,52.03125,52.1875,4.71875,4.875)
166	(DBAC,DBAACDD)	(51.875,52.1875,6.75,7.0625,52.1875,52.2265625,6.8671875,6.90625)
166	(BCCDDDC,BCCDDDD)	(52.5,52.5390625,6.046875,6.0859375,52.5,52.5390625,6.0859375,6.125)
165	(BCCA,BCCBC)	(52.8125,53.125,5.5,5.8125,52.8125,52.96875,5.8125,5.96875)
164	(BDCA,BDCC)	(52.8125,53.125,6.75,7.0625,52.5,52.8125,6.75,7.0625)
163	(CBADB,CBBCA)	(52.03125,52.1875,4.71875,4.875,52.03125,52.1875,4.875,5.03125)
163	(CBACACC,CAB)	(52.03125,52.0703125,4.25,4.2890625,51.875,52.5,3.625,4.25)
163	(CBABBDD,CBABBDC)	(52.34375,52.3828125,4.8359375,4.875,52.34375,52.3828125,4.796875,4.8359375)
161	(CBCBDC,CBCD)	(51.5625,51.640625,4.71875,4.796875,51.25,51.5625,4.5625,4.875)
161	(BCBDCBC,BCBDCBD)	(53.203125,53.2421875,6.515625,6.5546875,53.203125,53.2421875,6.5546875,6.59375)
160	(CBDDBDB,DACCA)	(51.4453125,51.484375,5.4609375,5.5,51.40625,51.5625,5.5,5.65625)
160	(CBCAB,CBACDDC)	(51.71875,51.875,4.40625,4.5625,51.875,51.9140625,4.484375,4.5234375)
160	(CBBDC,CBBDD)	(51.875,52.03125,5.1875,5.34375,51.875,52.03125,5.34375,5.5)
159	(BCBDCBD,BCBDCBC)	(53.203125,53.2421875,6.5546875,6.59375,53.203125,53.2421875,6.515625,6.5546875)
159	(DBAACB,DBAAD)	(52.265625,52.34375,6.828125,6.90625,52.1875,52.34375,6.90625,7.0625)
159	(BCCDDDC,DAABB)	(52.5,52.5390625,6.046875,6.0859375,52.34375,52.5,5.96875,6.125)
159	(CBABBDC,CBABBDD)	(52.34375,52.3828125,4.796875,4.8359375,52.34375,52.3828125,4.8359375,4.875)
159	(CBBDD,CBBDC)	(51.875,52.03125,5.34375,5.5,51.875,52.03125,5.1875,5.34375)
158	(CADB,CADA)	(51.5625,51.875,3.9375,4.25,51.5625,51.875,3.625,3.9375)
158	(CADA,CADB)	(51.5625,51.875,3.625,3.9375,51.5625,51.875,3.9375,4.25)
158	(CBDDBDB,CBDDBDD)	(51.4453125,51.484375,5.4609375,5.5,51.40625,51.4453125,5.4609375,5.5)
158	(BCCDB,BCDCA)	(52.65625,52.8125,5.96875,6.125,52.65625,52.8125,6.125,6.28125)
157	(DBAAD,DBAACB)	(52.1875,52.34375,6.90625,7.0625,52.265625,52.34375,6.828125,6.90625)
156	(BCCA,BCAC)	(52.8125,53.125,5.5,5.8125,53.125,53.4375,5.5,5.8125)
156	(CDAAAB,CBCCD)	(51.171875,51.25,4.328125,4.40625,51.25,51.40625,4.40625,4.5625)
155	(DAAAC,DAAAA)	(52.1875,52.34375,5.5,5.65625,52.34375,52.5,5.5,5.65625)
154	(DACCB,DACD)	(51.40625,51.5625,5.65625,5.8125,51.25,51.5625,5.8125,6.125)
154	(CBACDDC,CBCAB)	(51.875,51.9140625,4.484375,4.5234375,51.71875,51.875,4.40625,4.5625)
154	(CADA,CADC)	(51.5625,51.875,3.625,3.9375,51.25,51.5625,3.625,3.9375)
153	(BCAC,BCCA)	(53.125,53.4375,5.5,5.8125,52.8125,53.125,5.5,5.8125)
153	(DACD,DACCB)	(51.25,51.5625,5.8125,6.125,51.40625,51.5625,5.65625,5.8125)
152	(DAABB,BCCDDDC)	(52.34375,52.5,5.96875,6.125,52.5,52.5390625,6.046875,6.0859375)
152	(CAB,CBACACC)	(51.875,52.5,3.625,4.25,52.03125,52.0703125,4.25,4.2890625)
152	(CBACDDA,CBACDCBB)	(51.9140625,51.953125,4.484375,4.5234375,51.93359375,51.953125,4.46484375,4.484375)
151	(CBBBA,CBBAB)	(52.34375,52.5,5.1875,5.34375,52.34375,52.5,5.03125,5.1875)
151	(BCCBA,BCCA)	(52.96875,53.125,5.8125,5.96875,52.8125,53.125,5.5,5.8125)
151	(DACCA,CBDDBDB)	(51.40625,51.5625,5.5,5.65625,51.4453125,51.484375,5.4609375,5.5)
151	(DCAA,DCABC)	(50.9375,51.25,5.5,5.8125,50.9375,51.09375,5.8125,5.96875)
150	(DAACA,DAACB)	(52.03125,52.1875,5.5,5.65625,52.03125,52.1875,5.65625,5.8125)
150	(CADC,CADA)	(51.25,51.5625,3.625,3.9375,51.5625,51.875,3.625,3.9375)
150	(CBACADA,CBACACBD)	(52.0703125,52.109375,4.328125,4.3671875,52.0703125,52.08984375,4.30859375,4.328125)
149	(DAAAA,DAAAC)	(52.34375,52.5,5.5,5.65625,52.1875,52.34375,5.5,5.65625)
148	(ADDB,BCCA)	(52.8125,53.125,5.1875,5.5,52.8125,53.125,5.5,5.8125)
147	(CBACDCBB,CBACDDA)	(51.93359375,51.953125,4.46484375,4.484375,51.9140625,51.953125,4.484375,4.5234375)
147	(ADDD,CBBBB)	(52.5,52.8125,5.1875,5.5,52.34375,52.5,5.34375,5.5)
147	(BCDCA,BCCDB)	(52.65625,52.8125,6.125,6.28125,52.65625,52.8125,5.96875,6.125)
147	(CBBAB,CBBBA)	(52.34375,52.5,5.03125,5.1875,52.34375,52.5,5.1875,5.34375)
146	(CBACDCD,CBACDCBD)	(51.875,51.9140625,4.4453125,4.484375,51.9140625,51.93359375,4.46484375,4.484375)
146	(CBCBAA,CBCAB)	(51.796875,51.875,4.5625,4.640625,51.71875,51.875,4.40625,4.5625)
145	(DCABC,DCAA)	(50.9375,51.09375,5.8125,5.96875,50.9375,51.25,5.5,5.8125)
145	(CBACACBD,CBACADA)	(52.0703125,52.08984375,4.30859375,4.328125,52.0703125,52.109375,4.328125,4.3671875)
145	(DACAD,DACAC)	(51.5625,51.71875,5.65625,5.8125,51.5625,51.71875,5.5,5.65625)
144	(CBBBB,ADDD)	(52.34375,52.5,5.34375,5.5,52.5,52.8125,5.1875,5.5)
144	(CDAAAB,CDAABAC)	(51.171875,51.25,4.328125,4.40625,51.171875,51.2109375,4.40625,4.4453125)
143	(BCCA,ADDB)	(52.8125,53.125,5.5,5.8125,52.8125,53.125,5.1875,5.5)
142	(CBCCD,CDAAAB)	(51.25,51.40625,4.40625,4.5625,51.171875,51.25,4.328125,4.40625)
142	(BCCA,BCCBA)	(52.8125,53.125,5.5,5.8125,52.96875,53.125,5.8125,5.96875)
141	(CBADB,CBADA)	(52.03125,52.1875,4.71875,4.875,52.03125,52.1875,4.5625,4.71875)
141	(CBACDCBD,CBACDCD)	(51.9140625,51.93359375,4.46484375,4.484375,51.875,51.9140625,4.4453125,4.484375)
141	(DACAC,DACAD)	(51.5625,51.71875,5.5,5.65625,51.5625,51.71875,5.65625,5.8125)
140	(CBCAB,CBCBAA)	(51.71875,51.875,4.40625,4.5625,51.796875,51.875,4.5625,4.640625)
140	(CDAABAC,CDAAAB)	(51.171875,51.2109375,4.40625,4.4453125,51.171875,51.25,4.328125,4.40625)
138	(CBADA,CBADB)	(52.03125,52.1875,4.5625,4.71875,52.03125,52.1875,4.71875,4.875)
138	(DBAACA,DABBD)	(52.265625,52.34375,6.75,6.828125,52.1875,52.34375,6.59375,6.75)
137	(CBDDBDD,CBDDBDC)	(51.40625,51.4453125,5.4609375,5.5,51.40625,51.4453125,5.421875,5.4609375)
137	(CBACBB,CBAA)	(52.109375,52.1875,4.484375,4.5625,52.1875,52.5,4.25,4.5625)
137	(CBCAA,CADB)	(51.71875,51.875,4.25,4.40625,51.5625,51.875,3.9375,4.25)
137	(CBBDBA,CBBDA)	(52.109375,52.1875,5.34375,5.421875,52.03125,52.1875,5.1875,5.34375)
136	(CBBACB,CBBACAB)	(52.265625,52.34375,4.953125,5.03125,52.3046875,52.34375,4.9140625,4.953125)
136	(DCABC,DCADA)	(50.9375,51.09375,5.8125,5.96875,50.78125,50.9375,5.8125,5.96875)
136	(BCBC,BCBDCBD)	(53.125,53.4375,6.125,6.4375,53.203125,53.2421875,6.5546875,6.59375)
135	(CBBACAB,CBBACB)	(52.3046875,52.34375,4.9140625,4.953125,52.265625,52.34375,4.953125,5.03125)
135	(ADCDB,ADDC)	(52.65625,52.8125,4.71875,4.875,52.5,52.8125,4.875,5.1875)
135	(CBACDCBD,CBACDDA)	(51.9140625,51.93359375,4.46484375,4.484375,51.9140625,51.953125,4.484375,4.5234375)
135	(BCBDCBD,BCBDCD)	(53.203125,53.2421875,6.5546875,6.59375,53.125,53.203125,6.515625,6.59375)
134	(ADCDB,ADCB)	(52.65625,52.8125,4.71875,4.875,52.8125,53.125,4.5625,4.875)
134	(DACBAA,DACBAC)	(51.796875,51.875,5.8125,5.890625,51.71875,51.796875,5.8125,5.890625)
133	(DCABC,DCAC)	(50.9375,51.09375,5.8125,5.96875,50.625,50.9375,5.5,5.8125)
133	(CBDDBDC,CBDDBDD)	(51.40625,51.4453125,5.421875,5.4609375,51.40625,51.4453125,5.4609375,5.5)
133	(BCBDCBD,BCBC)	(53.203125,53.2421875,6.5546875,6.59375,53.125,53.4375,6.125,6.4375)
132	(DAACB,DAACA)	(52.03125,52.1875,5.65625,5.8125,52.03125,52.1875,5.5,5.65625)
132	(DABBD,DBAACA)	(52.1875,52.34375,6.59375,6.75,52.265625,52.34375,6.75,6.828125)
132	(CBBDA,CBBDBA)	(52.03125,52.1875,5.1875,5.34375,52.109375,52.1875,5.34375,5.421875)
131	(CBABAB,CBABAC)	(52.421875,52.5,4.640625,4.71875,52.34375,52.421875,4.5625,4.640625)
131	(CBADA,CBADCB)	(52.03125,52.1875,4.5625,4.71875,51.953125,52.03125,4.640625,4.71875)
131	(DACBAC,DACBAA)	(51.71875,51.796875,5.8125,5.890625,51.796875,51.875,5.8125,5.890625)
130	(CAB,CBACCA)	(51.875,52.5,3.625,4.25,51.953125,52.03125,4.25,4.328125)
130	(BDA,BCBDCBD)	(53.125,53.75,6.75,7.375,53.203125,53.2421875,6.5546875,6.59375)
130	(DABAA,DABAB)	(52.34375,52.5,6.125,6.28125,52.34375,52.5,6.28125,6.4375)
130	(CADB,CBCAA)	(51.5625,51.875,3.9375,4.25,51.71875,51.875,4.25,4.40625)
129	(CBBAACD,CBABBDD)	(52.34375,52.3828125,4.9140625,4.953125,52.34375,52.3828125,4.8359375,4.875)
129	(CBAA,CBACBB)	(52.1875,52.5,4.25,4.5625,52.109375,52.1875,4.484375,4.5625)
129	(CBBBA,CBBBC)	(52.34375,52.5,5.1875,5.34375,52.1875,52.34375,5.1875,5.34375)
128	(CBDDBDB,CBDDBB)	(51.4453125,51.484375,5.4609375,5.5,51.484375,51.5625,5.421875,5.5)
